"ECS" "pdf.landocean" "pdf.land" "pdf.ocean" "pdf.dust0x" "pdf.dust2x" "pdf.wind1x" "pdf.wind2x" "pdf.sl0x" "pdf.sl2x"
5.66 3.94339093617064e-17 0.00340723886033881 5.61565472621558e-18 0 0 0 1.26718446965575e-17 0 2.33664711276161e-17
5.67 2.05687669886704e-17 0.00325263600962949 8.35399997325783e-18 2.32129365373462e-17 0 0 9.71481186360502e-18 0 0
5.68 2.58660879710112e-17 0.00311751778112009 0 4.94133709418205e-18 0 0 0 0 3.36782929334277e-17
5.69 0 0.00300058699200747 0 8.68767504150796e-18 0 1.91279791217706e-17 0 0 5.55111512312578e-17
5.7 0 0.00289527651682452 0 2.33958425750633e-17 0 1.09468907803732e-17 0 0 0
5.71 0 0.0027992890455886 1.90341080757426e-17 1.84277783188491e-17 0 0 0 0 1.34497069216214e-17
5.72 0 0.00270977482371615 0 0 2.00192727829253e-17 0 0 0 0
5.73 1.16474539256503e-17 0.00262562303716396 1.88503742924321e-17 3.00945048939097e-17 0 0 0 0 0
5.74 1.85243186011249e-17 0.00254673580531521 0 1.01558894673625e-17 0 3.86644884847174e-17 0 0 0
5.75 2.29231817933369e-17 0.00247324679657213 0 2.08166817117217e-17 0 0 2.17442134707387e-17 0 0
5.76 0 0.00240668532266871 2.30585898059881e-17 2.60300414305955e-17 0 0 8.56619690611724e-18 0 7.78048693343122e-17
5.77 0 0.00234682623880958 0 5.26452648777279e-17 0 7.94377288474383e-18 0 0 0
5.78 1.92677707170559e-17 0.00229560003717419 0 6.0206097961934e-17 0 0 0 0 0
5.79 0 0.00225125722976246 9.14958647124288e-18 7.8688816519519e-17 0 0 0 0 0
5.8 0 0.00221412172488750 8.6590364860247e-18 6.34439551693438e-17 0 2.17568097331319e-17 0 0 0
5.81 0 0.00218164499047861 1.92802729129147e-17 2.10057465278796e-17 0 0 0 0 0
5.82 0 0.00215196585067684 0 9.04494302987743e-18 0 0 0 0 0
5.83 0 0.00212244754637921 0 2.60240781590648e-18 0 0 0 0 0
5.84 0 0.00209051848447648 3.96205067638391e-18 0 0 2.05128656373479e-17 0 0 4.27592103519061e-17
5.85 0 0.00205393074722112 1.00076040230858e-17 0 0 2.23059914548013e-18 0 1.13628816979245e-18 0
5.86 0 0.00201148574851115 0 0 0 0 0 5.74048926962461e-19 2.24020137291475e-17
5.87 0 0.00196175506596692 0 0 0 0 3.84653714943965e-18 4.56877204743444e-18 0
5.88 0 0.00190590370269669 0 4.95842526830336e-18 0 0 0 0 0
5.89 1.01605496937888e-17 0.00184371418696534 0 1.85608079954384e-18 0 0 0 0 7.32088880957672e-17
5.9 1.0749063532426e-17 0.00177779682768553 0 3.64504065829816e-17 0 0 0 0 6.61748956019265e-18
5.91 1.99493733296098e-17 0.00170949104741592 0 1.12511358919457e-17 0 0 0 7.69563867074576e-18 1.10802473043138e-17
5.92 0 0.00164093406828308 0 0 2.42410643761558e-17 0 0 2.56638390978382e-18 2.77555756156289e-17
5.93 5.14221870592654e-17 0.00157382291426388 0 0 0 0 0 0 7.11640709893807e-17
5.94 8.27099465226939e-18 0.00150916666458081 9.13014527943843e-18 2.86056243310139e-17 0 0 0 0 6.87569752022168e-17
5.95 2.13741360048790e-17 0.00144748100704085 6.64374241709184e-17 0 0 2.05312574563948e-17 0 0 5.70165980254858e-17
5.96 3.54689811809492e-17 0.00138862285223748 4.16333634234434e-17 1.78605838703647e-17 0 0 0 2.66837254462949e-17 2.4151912052050e-19
5.97 0 0.00133163862941105 3.33105789771163e-17 2.21081488783093e-17 0 2.81536721211093e-18 2.63709990147454e-18 0 6.80405132586889e-18
5.98 0 0.00127549177971484 3.76194921336668e-17 3.10115181445523e-18 0 0 1.32450482060334e-17 0 6.74367154573875e-18
5.99 0 0.00121886382641032 0 6.93889390390723e-18 0 0 0 0 0
6 0 0.00116034048484345 0 1.33899732049382e-17 0 0 0 0 0
6.01 0 0.00109953231387735 0 2.75738622322202e-17 0 0 0 4.57941071203302e-18 0
6.02 0 0.00103572077393357 0 2.87117313386482e-17 0 0 2.57133002068946e-17 5.51600578230473e-19 0
6.03 0 0.00096960593693989 0 0 3.23158249250786e-19 0 0 0 0
6.04 0 0.00090185467368376 0 0 5.46161055243884e-19 0 0 8.33588212746772e-18 0
6.05 0 0.000833780014964571 0 0 0 6.18216074487701e-17 1.65157880795566e-17 0 3.19149375591574e-17
6.06 0 0.000766861121328808 1.93609474167786e-17 8.99675789674397e-18 0 4.15473108019372e-18 0 0 0
6.07 0 0.00070257939241861 0 4.55452455091471e-17 0 6.72341229292331e-18 2.66335902113425e-17 4.22842250416674e-18 1.44446367973927e-17
6.08 0 0.000641941488122747 0 0 0 3.45417662582587e-17 0 7.97907411664616e-20 0
6.09 0 0.000586271325108095 0 3.39287277035574e-18 0 2.63785414452589e-17 0 0 1.01409621415237e-17
6.1 0 0.00053522842305442 0 1.70027829019877e-17 0 5.41254720404166e-18 0 0 2.42272457834897e-17
6.11 0 0.000489766740056731 0 2.64135478136901e-18 0 8.0722885174504e-18 0 0 7.1001749733919e-17
6.12 0 0.000448474953755751 0 5.35489634240796e-17 0 1.00636640033447e-17 0 0 4.16333634234434e-17
6.13 0 0.000411447598562175 0 0 0 0 0 0 1.08613587591749e-16
6.14 0 0.000377371210454642 0 4.91550540352797e-17 0 0 0 0 1.29817720219926e-16
6.15 6.13345749080592e-18 0.000345744237861986 0 5.96451600453554e-17 0 1.17556897802827e-17 3.55586700489721e-17 0 8.76731525198859e-17
6.16 7.12504898611472e-19 0.000315778494767574 0 8.8703229976701e-17 0 6.68469693538282e-17 8.0438724454693e-18 0 2.53206376096277e-16
6.17 2.77555756156289e-17 0.000287002499961602 0 8.00131696265793e-17 0 6.18634312206597e-17 0 0 2.08508536445797e-16
6.18 1.05328373925632e-18 0.000259161221124715 0 1.07651513331983e-16 0 3.69917156543676e-17 2.53322607409449e-18 0 9.9044774681395e-17
6.19 0 0.000232098813775568 0 1.31275660949044e-16 0 9.48305968285831e-17 0 0 9.7436378246571e-17
6.2 0 0.000205980828298129 0 1.72655087069310e-16 0 0 0 0 9.15933017846458e-17
6.21 0 0.000180825182976398 0 5.09839189054778e-17 0 2.46349059006964e-17 0 0 6.69600006711682e-18
6.22 1.37228719961513e-17 0.000157102434913975 0 1.30939450111571e-16 0 7.04578037552525e-17 0 0 7.99547438995751e-17
6.23 0 0.000134762564223892 0 6.9749784990365e-17 0 3.98848460143354e-17 0 0 8.39003097673446e-17
6.24 6.96984112122929e-18 0.000114303739794186 0 1.57650652811115e-16 0 1.19244555249006e-16 0 0 5.55111512312578e-17
6.25 1.0222522758143e-17 9.56221150651253e-05 0 5.55111512312578e-17 0 0 2.10385514022527e-17 0 8.2561109753925e-17
6.26 2.04914663422663e-17 7.90028859369308e-05 0 1.52362781617311e-16 0 5.19055338436034e-17 9.248214160507e-18 0 4.79638466425711e-17
6.27 0 6.43561049452974e-05 0 1.14826278830426e-17 1.10470661240309e-18 3.22597618501629e-18 2.30105738732694e-17 0 0
6.28 2.06153450740782e-17 5.16749108158733e-05 0 1.5775396388351e-17 2.37257060557545e-18 7.89381985734667e-17 1.12318656999868e-17 5.34587562930065e-19 1.61170177305678e-17
6.29 8.30191378755003e-18 4.09267938365772e-05 0 6.45501309896057e-17 0 1.36425655984001e-16 1.00915760865938e-17 1.49643773946641e-18 0
6.3 2.99008158829782e-17 3.18530640600214e-05 0 2.03654287656952e-17 1.37941965102902e-17 4.65557134809268e-17 0 0 3.42788525675171e-17
6.31 0 2.44870808716023e-05 0 1.26114953913749e-16 2.85199742380424e-17 7.67971244378668e-18 0 0 2.39827328630876e-17
6.32 0 1.84165852932557e-05 0 2.08629801099390e-17 5.99094877051936e-18 1.41079386251145e-17 0 0 0
6.33 0 1.37191857318277e-05 0 0 8.17850048439475e-18 1.57691838415997e-18 0 0 1.14801621549469e-17
6.34 0 9.96894848935611e-06 0 6.40815943625426e-17 0 4.8739119207022e-18 0 0 0
6.35 0 7.16319188389313e-06 0 0 2.70173184394625e-17 0 0 0 0
6.36 1.14612539121881e-18 5.02406025415255e-06 0 0 6.01907693997975e-17 7.35316125439331e-17 1.60673893367114e-18 0 0
6.37 5.69983699819688e-18 3.46992993714819e-06 0 0 5.53295880457227e-18 0 2.42321985454205e-17 0 0
6.38 3.13644984690310e-18 2.3467474122165e-06 0 0 1.32117386985932e-17 0 0 0 0
6.39 0 1.55325661928628e-06 0 0 6.19475166462037e-18 1.12075339209451e-17 4.53734597537441e-19 0 0
6.4 0 1.01243963482418e-06 0 0 1.51171544096357e-17 0 1.70396050489645e-19 0 0
6.41 0 6.40340790676582e-07 0 0 1.44538439768691e-18 0 0 0 4.44244275925297e-18
6.42 7.60879583102955e-18 4.02246824399125e-07 0 0 1.11504823414646e-18 0 0 0 2.24084900635722e-18
6.43 0 2.42450519173169e-07 0 0 2.66786640529227e-17 0 0 0 4.95364703584831e-18
6.44 0 1.46821161138475e-07 0 4.17345043069414e-17 9.22059704908954e-19 3.30781167878998e-19 0 0 3.81740739639232e-17
6.45 0 8.4967447342256e-08 0 0 1.91099194939934e-17 0 0 0 0
6.46 0 4.91358278398826e-08 0 0 0 1.56943425449294e-17 8.63418470676844e-18 0 5.69670630959311e-17
6.47 0 2.73710378241414e-08 0 8.51937411584481e-18 0 3.07881911848822e-18 1.66880110570388e-17 0 6.09560312379048e-17
6.48 0 1.50528086074527e-08 0 0 0 0 0 0 5.89805981832114e-17
6.49 0 8.08053471222574e-09 0 3.46944695195361e-17 0 9.47743205610742e-17 0 0 8.39441779042905e-17
6.5 0 4.21567689508716e-09 0 3.01829175938631e-18 0 0 3.33648731774466e-17 0 1.02916747484535e-18
