"ECS" "pdf.landocean" "pdf.land" "pdf.ocean" "pdf.dust0x" "pdf.dust2x" "pdf.wind1x" "pdf.wind2x" "pdf.sl0x" "pdf.sl2x"
1.61 0.296892924156299 0.0317344419521775 0.380690259254675 0.137814659465394 0.391320185275289 0.113765792315776 0.06002725164838 0.73445579632352 0.0455088091057039
1.62 0.303065881611359 0.0324335433371994 0.382152788718741 0.141806175389826 0.394443340364229 0.123181624438376 0.0689555839016703 0.729136170009703 0.0471966159131504
1.63 0.309471781755226 0.0331598818519055 0.383054763258154 0.145510697058949 0.397809618567156 0.138282895765633 0.0741433834715784 0.722425944126266 0.0497564209902687
1.64 0.315747550708617 0.0339247529577135 0.383273762590665 0.148460140751581 0.401490255879426 0.154651821138984 0.0806373998781326 0.714280366291687 0.0528554974408539
1.65 0.321551057181551 0.0347294087585776 0.382960151510214 0.150513723948671 0.405529594330949 0.168274128603402 0.0909882471228453 0.704465165864579 0.0562237525815286
1.66 0.326767599039774 0.0355793250439071 0.382030979671989 0.151400782911862 0.409818963622844 0.178948819037952 0.101304747050056 0.69325000363668 0.059437609080568
1.67 0.331185751101535 0.0364742066441548 0.380602939713491 0.151372401349687 0.414173379727905 0.189401031151640 0.109139216624206 0.680820764374467 0.0621315909448049
1.68 0.334915587621781 0.0374103793203159 0.378546267264464 0.150552617625769 0.418321962006308 0.200821078056090 0.117348174137386 0.667732418541441 0.0642275061260957
1.69 0.337880035854144 0.0383855265267902 0.375960465337283 0.14938181081973 0.421986717302397 0.211734142381959 0.131016487796438 0.654382090573543 0.065660200873789
1.7 0.340259201436569 0.0393884687114096 0.372729670257982 0.148182424547869 0.425002280983424 0.224597133064072 0.150189978318384 0.641067778061562 0.0666107631448415
1.71 0.341958855115106 0.0404140754520964 0.369019751422651 0.147240228102803 0.427236870333514 0.243916278139379 0.172700702980543 0.627856269891954 0.0671620050686953
1.72 0.343049717749081 0.0414497360755509 0.364832973917234 0.14676741564243 0.428756191409735 0.269945529522950 0.194114731054141 0.614605086920844 0.0674617509763709
1.73 0.343240916984238 0.0424873835340329 0.360393374058326 0.146763299422693 0.42958731764225 0.297003430836373 0.210765894461679 0.601020417917392 0.0675982295203371
1.74 0.342532739285400 0.0435194157673752 0.355819583366395 0.147202446978539 0.429847126407921 0.319362658212464 0.226095506114427 0.586901378934813 0.0676887554448114
1.75 0.340563334110946 0.0445393402853145 0.351260288156369 0.147876979957894 0.429493119868726 0.331404105249632 0.247200143133809 0.571913957234035 0.0678180331594551
1.76 0.337569841291972 0.0455461861848778 0.346787311666624 0.148575380848816 0.428458259517179 0.333343991711608 0.276922153118686 0.556087108644828 0.0680230235343579
1.77 0.333523933861201 0.0465407518416497 0.342354797222518 0.149056758786332 0.426472368726986 0.332597169059617 0.311549521650673 0.539281814801183 0.0682737808132419
1.78 0.328943411793631 0.0475283380466979 0.337817120591282 0.149110259568569 0.423330529610833 0.339577868221132 0.347027148385357 0.521809798312516 0.0684821624333468
1.79 0.324136042455412 0.0485176515184442 0.333009748227724 0.148648486628041 0.418691862504718 0.361092615237986 0.38199583883676 0.503891779743784 0.0685445360192801
1.8 0.319412157144920 0.0495204337057366 0.327623332236501 0.147624947961579 0.412525674829293 0.388972047921554 0.418788810093948 0.485980955498758 0.0683285597277725
1.81 0.314872352193428 0.0505471637082396 0.32161076558736 0.146123882352758 0.404748990150972 0.416868677501096 0.45212649052372 0.46854962004517 0.0677614731759371
1.82 0.310364636823164 0.0516160995126417 0.314763219669012 0.144226144204011 0.395711085014811 0.444090030304752 0.481812978330359 0.451787850250373 0.0667932868704196
1.83 0.305616290841214 0.0527308303100488 0.307294782586778 0.142070043307869 0.385713537977044 0.470507702137044 0.524090285301219 0.435965679265544 0.0655548227310788
1.84 0.300454867886298 0.0539119941405949 0.299301574707006 0.139785645442582 0.375322317360354 0.495595763923899 0.578478055809776 0.420806549864632 0.0642714319596031
1.85 0.294746126491040 0.0551542131813273 0.291152218543223 0.137550740648237 0.365021114569809 0.520886709360763 0.625280987386217 0.406192200924969 0.0632036203379117
1.86 0.288741841217020 0.0564692373657349 0.283217100783469 0.135564492550813 0.355251351473076 0.550530996714492 0.66892605418146 0.391797068758543 0.0626091061583704
1.87 0.282820884697824 0.0578487283601752 0.27579415255233 0.134061596487226 0.346406380516446 0.585978309807835 0.724269034297248 0.377565573084731 0.0624653178226109
1.88 0.277467197786125 0.0592910409755553 0.269366930195976 0.13322672898152 0.338633308095363 0.622974529464833 0.792169610565144 0.363565613706986 0.0627558347259761
1.89 0.273324988917163 0.0607875735360418 0.264035972857522 0.133176897312433 0.332132598651705 0.658076688568017 0.85568288746385 0.350171848007744 0.0632960293165826
1.9 0.270625279059211 0.0623272969725882 0.260285750477781 0.133852059409342 0.326812411282508 0.694910539612338 0.909378922771574 0.337629135518575 0.0641028934583816
1.91 0.269819314037540 0.063903382658479 0.258039313278852 0.135065998144327 0.322727138630459 0.739433736319592 0.97308399547306 0.326458949218370 0.0652056896410418
1.92 0.270717514062671 0.0655036257548037 0.257770931031912 0.136522836288172 0.319708550457855 0.79548574238334 1.05535598432368 0.316647982709316 0.0668425819554902
1.93 0.273469857206946 0.0671253651271470 0.259316625377297 0.137947103109184 0.317843184285326 0.857252506649276 1.16835895219933 0.308561314306491 0.0690419470550724
1.94 0.277793113589823 0.0687621990923124 0.263219079335519 0.139230510573141 0.317159934337920 0.91957683777288 1.31390334374481 0.302042437548734 0.071927053842606
1.95 0.283976441640167 0.070419084287127 0.269344799441097 0.140525273408784 0.318152042123263 0.98296011524271 1.46151613948873 0.297587606573122 0.0753605318194879
1.96 0.292241203800515 0.07209793531202 0.278484724977681 0.142250412436028 0.32135495404607 1.05334062987482 1.61720329480593 0.295325360910560 0.0794266860370868
1.97 0.303726327019717 0.073812949037579 0.290646311433742 0.145225785780128 0.328058988182148 1.13771339948849 1.81982216800061 0.296313327157524 0.084240703131878
1.98 0.319492678237339 0.0755736874663006 0.307072802546032 0.150174576473259 0.339299532767526 1.23529427736097 2.02490171799505 0.301003431780075 0.0903588856827664
1.99 0.341766048883036 0.0773992265737065 0.327878738173309 0.158296566441275 0.357135238286181 1.33828520628265 2.19585417169164 0.310950973938319 0.0984262689900778
2 0.371967313039725 0.0793052073478232 0.354718750477491 0.170032380602286 0.38252983170495 1.44533347403054 2.35173701167326 0.32648156072512 0.109543713909098
2.01 0.412586053527563 0.0813043592649277 0.38749070955212 0.186425773147273 0.417649195197017 1.57384758935364 2.50765049962486 0.349036764894322 0.124600837744638
2.02 0.464187711665558 0.083416321313712 0.427738391138192 0.207193409303791 0.462487394594361 1.73134713461549 2.68148258577270 0.378202648672857 0.144617378679147
2.03 0.527955881958023 0.0856353000123986 0.474642778201083 0.232789417441653 0.518258043707382 1.93284920251677 2.89496795197393 0.414431548042807 0.170070090125141
2.04 0.602419104647756 0.0879805740935977 0.528784942576425 0.262168627589790 0.583274557862262 2.17586906103943 3.14106529177568 0.45612875769715 0.201084076432358
2.05 0.686161414766368 0.0904251987725607 0.588340958654201 0.294955730869562 0.656788343036667 2.43087736073963 3.32879462494812 0.502106779184586 0.237310478809380
2.06 0.775391232050568 0.0929769187765227 0.652268369162548 0.329605812471356 0.735361025800395 2.65439815188212 3.42909871876521 0.549710314542418 0.277834420899978
2.07 0.866131121780779 0.0956014967328139 0.71800700434845 0.364814346943366 0.815870499049249 2.84421915744243 3.52731486897878 0.59629467079105 0.321523546079825
2.08 0.953411068486961 0.0982875432448748 0.78294283183612 0.399047990514705 0.894053754174075 3.01694738368022 3.62915139614647 0.63903364527351 0.366648198869483
2.09 1.03248286782040 0.101008599159882 0.844625939183558 0.430375155761213 0.965194173816952 3.16947180468293 3.73644255426911 0.674995558633604 0.410943839537286
2.1 1.09940740578940 0.103746056660173 0.899782871791048 0.458075875193973 1.02608433136649 3.25377267734671 3.801493555662 0.702439665424578 0.452065981112723
2.11 1.15117368911948 0.106484217074803 0.947109520035463 0.480376539412942 1.07236199647257 3.23329376129752 3.70879813572955 0.719601860254662 0.486706741280996
2.12 1.18658136407328 0.109213368489064 0.98399352986054 0.497824818254604 1.10368447943725 3.10133990226794 3.45126633811701 0.726579468592483 0.513712076259491
2.13 1.20557899803427 0.111929744074623 1.01085778192942 0.509267108137738 1.11796531377026 2.9472045906737 3.13446591176614 0.723450696306069 0.531114143720994
2.14 1.20959303868507 0.114637790618594 1.02666159453715 0.516032429748795 1.11798239861885 2.79607335418062 2.85822687057890 0.711842800799765 0.540981825457174
2.15 1.20078146321936 0.117345337132568 1.03329576484754 0.517408074656699 1.10436235575406 2.60980185197415 2.61862237720531 0.69318312437304 0.544186305048655
2.16 1.18185188464396 0.120062635257089 1.03132353779240 0.514831852580345 1.08139201445392 2.38343375976114 2.35889159670331 0.669617397837785 0.544063446842857
2.17 1.15569541635570 0.122804541941103 1.02325655936579 0.508054463789106 1.05122929888239 2.16381039639338 2.08409788185764 0.642896403780927 0.542265097204926
2.18 1.12512674611793 0.125575379116036 1.01063322244103 0.498539531611591 1.01754236898041 1.96837548948465 1.83966651588035 0.6148090510473 0.540438608999139
2.19 1.09272965888594 0.128383817211736 0.995696761325025 0.486814709818675 0.982453086738396 1.78610644219019 1.62830048333047 0.586687050337827 0.539488103887674
2.2 1.06084561758845 0.131224610290702 0.980117444407925 0.474321572372691 0.94789755105818 1.61558732843788 1.44219391215867 0.559618610070302 0.53975821894224
2.21 1.03120505910852 0.134090501049073 0.965252665306515 0.462144558162518 0.91513199884723 1.47369680935193 1.26481597807047 0.534252068614663 0.54183818721452
2.22 1.00535498177523 0.136966716707614 0.952160200481797 0.451135657100517 0.884518810807671 1.36044728875951 1.11210993037689 0.510965247387923 0.545580980776677
2.23 0.98387869206478 0.139834092291265 0.941100398300223 0.442112960654332 0.856425060600677 1.27948161990552 1.00508766729963 0.489735965892011 0.550947556466149
2.24 0.967287292886307 0.142670228821142 0.932198569119243 0.434986042623246 0.830339443058759 1.22065251207232 0.923700465022478 0.470361047084163 0.557171977483583
2.25 0.955008197076965 0.14545988653536 0.924941607554427 0.429854919841415 0.806048406414625 1.17506830397709 0.828127682142166 0.452384015086417 0.563686176610566
2.26 0.946524576244313 0.148177219070527 0.918872899690393 0.426088929210803 0.782822756324062 1.13130510428034 0.734514449460157 0.435349330419464 0.570133627353763
2.27 0.940585453721142 0.150825249011668 0.913429371839721 0.423380030548657 0.76026088737432 1.08095398977957 0.66543432202003 0.418820436507401 0.576707101396952
2.28 0.936198846365334 0.153386111141387 0.908327348670332 0.421216375637473 0.737897952300092 1.02301752296258 0.606282583619353 0.402559864565454 0.584011928770231
2.29 0.932386990913488 0.155878883509903 0.903539510251198 0.41943023008067 0.715555938151555 0.965656278129026 0.549976848971117 0.386535646123647 0.592749192172682
2.3 0.928695257926224 0.158306715886907 0.899427998688269 0.418002243294166 0.693268607927579 0.913907200051575 0.498610667178923 0.370992432592876 0.603391549968258
2.31 0.925194198510635 0.160692218949207 0.896496020988836 0.41727264523374 0.671342248157431 0.86067736479418 0.455823623113710 0.356246149163736 0.616215617418169
2.32 0.922621831551755 0.163054073375261 0.895573434766912 0.417732368382156 0.650194420871537 0.798238521365742 0.411636020475772 0.34281703224103 0.631543172128448
2.33 0.921839944255076 0.165412264574308 0.897240971608534 0.420200892430352 0.63056345522834 0.733041815829124 0.351015122964300 0.330942250452702 0.649784507808178
2.34 0.924341889463372 0.167783505750468 0.902289886047202 0.425291206891809 0.612866670383711 0.669039537994534 0.293275664664282 0.321017092070779 0.671742974563465
2.35 0.930675042866666 0.170180202963438 0.910989754026285 0.433776962644135 0.597940588171266 0.608577992036364 0.266092855938201 0.312945738861075 0.697636685663148
2.36 0.942034269750112 0.172603030879708 0.923769409469942 0.445845943300093 0.585797931860129 0.566651064750862 0.265255217588117 0.306873846473907 0.727651590538908
2.37 0.957944209408305 0.175051529581797 0.940520509933918 0.461720065935032 0.576953888866204 0.55660491942388 0.261185846710943 0.302466313212442 0.760806246484004
2.38 0.97878693630863 0.177510411567429 0.96128085806402 0.481022452036098 0.570846126249142 0.568848669185972 0.235074704068957 0.299668258507217 0.796382095942116
2.39 1.00338925538130 0.179961141465646 0.98566198853872 0.503391257001737 0.567417085873147 0.582565996978776 0.200768285512631 0.298017700055649 0.83339000899038
2.4 1.03152905072391 0.182384044701178 1.01334428985915 0.528046048029559 0.565717717971158 0.589920296608984 0.185209269649451 0.297263733905786 0.871743447041328
2.41 1.06188633466074 0.184749359870504 1.04366601442991 0.554166422075664 0.565196726603851 0.587425572993267 0.192315842833570 0.2969443568351 0.911432617377092
2.42 1.09365297720781 0.187040656354934 1.07583362546898 0.580669436096978 0.564940607984174 0.572732906639773 0.195771031662453 0.296737664540068 0.953167656309135
2.43 1.12542026531306 0.189235452314052 1.10874762661339 0.606498746069582 0.564202874688715 0.548520670910841 0.175147903889311 0.296368948881567 0.99691819548003
2.44 1.15540259043416 0.191323523398991 1.14091578781193 0.63053705310603 0.562416122330933 0.528711083804540 0.143520373729024 0.295561414448745 1.04326323980003
2.45 1.18227166294229 0.193306446365814 1.17064510260256 0.651924215334207 0.558828194818826 0.52155147575727 0.129450676289957 0.294184714306382 1.09152417918431
2.46 1.20330211868136 0.195184019980407 1.19573858909086 0.66975061001685 0.553199076514096 0.520688369913816 0.136667422841055 0.291854977595652 1.14115132218025
2.47 1.21791805704283 0.196985107696313 1.21410669058480 0.683455246672864 0.544725673017624 0.51671739017449 0.142788964834908 0.28843799477769 1.19012985230155
2.48 1.22296773983813 0.198726492060767 1.22342091033059 0.692106325012706 0.533377353807974 0.505773213351527 0.128386778773224 0.283342714289002 1.23479782469342
2.49 1.21904806189497 0.200450345886315 1.22192444722986 0.695251888017988 0.518331487005687 0.485974340078904 0.0996855533704423 0.276569460722314 1.27150963502778
2.5 1.20296063674136 0.202198171219016 1.20823719280269 0.691835776144795 0.499895557119272 0.446278250208615 0.079361145438605 0.267558982841140 1.29402889874628
2.51 1.17650069381711 0.204006330237929 1.18186226266043 0.681805363080455 0.477581596920262 0.380272468556880 0.0639054940595686 0.256670793794320 1.29992103654630
2.52 1.13711479592489 0.205929896369370 1.14323786662056 0.664517973029992 0.452238331453174 0.292018934983998 0.0424264157317973 0.243640577425834 1.28485516784699
2.53 1.08783960461894 0.207998181102633 1.09350607539489 0.64080332924497 0.424048077131153 0.206559175435420 0.0231378234451131 0.229100665120823 1.25036514193965
2.54 1.02793489983037 0.210257358448802 1.03476749475328 0.610844607187828 0.394197751620542 0.143112700669814 0.0130132092537937 0.213084894294551 1.19686272027864
2.55 0.961222077307957 0.212738990813676 0.96920502423016 0.576154110419164 0.363393637656045 0.098106141620631 0.00770801477284735 0.196226723360076 1.12899273418660
2.56 0.888968910586207 0.21546380449024 0.899435699661645 0.537537524488008 0.332592671112954 0.0659151974479883 0.00348457400570066 0.178776398240065 1.05043975439543
2.57 0.814550776151488 0.218478881882402 0.827593345474326 0.496598656603554 0.302539516498319 0.0418793993248118 0.000927558555511359 0.161224842119407 0.966139076491028
2.58 0.740109817130581 0.221773976081465 0.755667996471264 0.45447761938692 0.273594619939904 0.0255427011038985 0.000141151654163729 0.144012722124548 0.879919619959393
2.59 0.66747339538158 0.225428450987678 0.685091572190471 0.412453908049437 0.246238377618121 0.0159903265168086 7.7450114442782e-06 0.127454093000379 0.795278239879167
2.6 0.598468434634358 0.229407231793271 0.616929373801499 0.371742838661674 0.220361572908683 0.0108220419463855 3.61521041975977e-07 0.112070081456837 0.714606867433788
2.61 0.533384177294849 0.233821241244703 0.55202029694989 0.332942839493523 0.196256785123369 0.00753566918432665 2.77626638858514e-09 0.0978986917671124 0.639968356584912
2.62 0.473418721826323 0.238639858652814 0.490875072287769 0.296970226836078 0.173684986312011 0.0048132352770837 4.6372666716037e-11 0.0853045419369233 0.571931229703584
2.63 0.418072939827449 0.243975963023444 0.434131246610195 0.263670018677753 0.152960073826101 0.00290552984724336 5.38739852786811e-14 0.0740306944869333 0.51101555232088
2.64 0.36823788205196 0.249838395209657 0.382096597125985 0.233697692086584 0.133887753321708 0.00167855183552831 2.37302089954691e-16 0.0642123171425723 0.455978608138701
2.65 0.323365533040757 0.256315978236348 0.335406635192959 0.206728259815496 0.116879403320962 0.000915017770449624 1.72984715665462e-18 0.0555188775197515 0.406329821172247
2.66 0.284613032998198 0.263465245765542 0.29425582821817 0.184075167479301 0.101739646732141 0.00039362518842749 4.24793251247593e-17 0.0480493237623305 0.360889073072535
2.67 0.251985546709365 0.271316443815899 0.259312768036199 0.166189113056262 0.0889076377440237 0.00012220744079451 4.54682357963577e-17 0.0416205831137402 0.320994947787525
2.68 0.227679892603349 0.279974682107351 0.230658314941362 0.157006900966538 0.0780913812647997 2.39325291704296e-05 4.0650608767169e-18 0.0364598942528879 0.288284165491795
2.69 0.212619544522086 0.289371891189681 0.208970695514487 0.158577101336045 0.0696520856524462 3.01415848080228e-06 1.06548308598607e-16 0.0325213449603704 0.270372505801725
2.7 0.210361555172221 0.299645519787322 0.194094002672629 0.180466025319799 0.0631582118849489 2.43935360109508e-07 8.43402332312328e-17 0.0301191721799798 0.272786356500166
2.71 0.221979326470521 0.310621312116974 0.186442118106820 0.226113149873604 0.0587861814093562 2.14066114356674e-07 8.57223669131533e-17 0.0291781568820603 0.314208711351837
2.72 0.250745990856894 0.322385979556541 0.1852161328033 0.31174254211307 0.0559614051535237 3.0715487641473e-06 1.62685036171872e-16 0.0298907232598870 0.401055338366574
2.73 0.295338276150637 0.334726437170735 0.189986575395385 0.438899112066041 0.0545665041786595 1.87606518953027e-05 1.82109136188759e-16 0.0319456632655721 0.559170651052778
2.74 0.355057489027923 0.347590117058494 0.198958890224730 0.624303112137984 0.0539423836568275 9.07348937049755e-05 1.54225743865082e-17 0.0351455191006783 0.784726315447031
2.75 0.423840651713468 0.360782687929587 0.210526821952676 0.860038574289304 0.0536620905473359 0.000247828674965333 1.19095119417471e-16 0.0388644797741319 1.08716916739978
2.76 0.494978566519775 0.374136807568283 0.222315608251013 1.14936844352664 0.0531731309590804 0.000499637801372974 1.02808978108549e-16 0.0424808326038207 1.43738443990053
2.77 0.559510582292463 0.387464532689349 0.232114617835902 1.46987473423472 0.0519384314264831 0.000902638799839055 1.18936785913120e-16 0.045321251139615 1.80489938976511
2.78 0.608501573148684 0.400581874213851 0.238224003612951 1.80202986466170 0.0497739645920799 0.00177237704533824 1.28524448614499e-16 0.0467424531755033 2.14181760048428
2.79 0.636399926843528 0.413291240424704 0.239096522052453 2.11736204604636 0.046370333068459 0.0034816429326443 9.48516559042495e-17 0.0464993514882276 2.39657160663006
2.8 0.639225087841963 0.425502050357958 0.234764223550710 2.38395321063827 0.0420015574935901 0.00613767904472389 1.54777604481036e-16 0.0444375294644794 2.5422682181559
2.81 0.619319098981443 0.436999293726058 0.225197525292028 2.58693156491914 0.0367739349322711 0.00954871626557638 1.16286342687528e-16 0.0409235570394067 2.5593406571089
2.82 0.580282152676898 0.447837697135997 0.211931210462374 2.70527594813562 0.0311841254352371 0.0129885998971139 3.22190481205225e-17 0.0363503907485482 2.46955898898542
2.83 0.529641056632107 0.45783493925421 0.196111911758504 2.74825733606673 0.02561650837196 0.0158042410539007 1.60409142476464e-16 0.0313480744818665 2.30073126262556
2.84 0.473939536384366 0.467122640886082 0.179479148174018 2.71663401124333 0.0204166602880238 0.0180765275716871 2.00842000398107e-17 0.0264205682800864 2.09673330206091
2.85 0.419402470319846 0.475624180667107 0.163282629229579 2.63349946937920 0.0159493054924575 0.0199756301676308 1.31991077435300e-16 0.0219672240978770 1.89128511434478
2.86 0.369877504727172 0.483443989783999 0.148373121012430 2.51182928944825 0.0122286666608796 0.021717528484582 2.56163462626944e-16 0.0182089157364540 1.70863798236965
2.87 0.327215050198160 0.490594669946438 0.135366568419713 2.37161425872912 0.00942653737993961 0.0223161221764337 1.53035023905802e-16 0.0151777940540950 1.55709959615286
2.88 0.291609997073315 0.497117556259952 0.124148092216204 2.22467796492764 0.00732467691585432 0.0207874915392766 9.18448832108926e-17 0.0128219143011291 1.43646146008432
2.89 0.262170735019678 0.503063671598434 0.114738983658779 2.08083851159316 0.0059251475099062 0.0180814681538503 5.14044405521378e-17 0.0110108227244240 1.33892451637275
2.9 0.237669372510541 0.508394226678114 0.106648241167277 1.9455718374075 0.00496910800441989 0.0159774265549201 0 0.0096287032526317 1.25780687829466
2.91 0.216883197192098 0.513177086568598 0.09971736341549 1.82043040869030 0.00438596908895948 0.0142638908138686 0 0.00856590162911463 1.18606921287211
2.92 0.198797567427454 0.517290603783076 0.0935697272046231 1.70552506432813 0.00399098159626316 0.0122420364474473 7.97950110523566e-17 0.0077382774157207 1.12027637465607
2.93 0.182689537047182 0.520828341564221 0.0881357301832825 1.59853665007409 0.00371103675558904 0.0110074806963176 2.04317050410791e-16 0.00707054268346671 1.05763705164780
2.94 0.168004071058784 0.523639196091587 0.0832359100327941 1.49744025865309 0.00345699266398805 0.0128423894833965 1.46957832677329e-16 0.00649324365797536 0.997123860782632
2.95 0.154413732591801 0.525825823129921 0.0788872361781466 1.39987753587441 0.00318471030039564 0.0164773094868329 2.16348287335604e-16 0.00594217651192313 0.93775118655607
2.96 0.141667366215477 0.527304223632077 0.0749781534754962 1.30451929368051 0.00287735578873428 0.0178481283079175 1.32205976369042e-16 0.0053714739217189 0.87943908459064
2.97 0.129690283785789 0.528160281268252 0.0715163210125512 1.21072712204471 0.00252663481905278 0.0150372767119562 9.86443947578582e-17 0.00475707063767812 0.82224196590652
2.98 0.118425544473123 0.528420176650893 0.0683780825036949 1.1187151750305 0.00215161262197872 0.0100845629141415 4.97805235482287e-18 0.00410718249928954 0.767141192661235
2.99 0.107960727319680 0.528163693659823 0.0655283700276673 1.02931961043968 0.00176962851601055 0.00645611413489777 2.90051785021566e-18 0.00345239763960514 0.714367273724853
3 0.098311187389782 0.52750998462823 0.0628505669111099 0.943555803662317 0.00140242072786056 0.0050162854707359 9.21383838627904e-18 0.00283206926094901 0.664788949162072
3.01 0.0896012297228406 0.526543960797184 0.0602933174543395 0.862652417246651 0.00107469132129146 0.00475580289728244 0 0.00229054081837006 0.617763756961703
3.02 0.081782325200885 0.525415555590226 0.0577809567360097 0.787339035937987 0.00079218028024663 0.00443549547071929 0 0.00184818086708515 0.573474576223405
3.03 0.0748850220162365 0.524224378397939 0.055271740410763 0.718448398388842 0.00057200021950756 0.00373369669962293 0 0.00152477239685100 0.53142828364439
3.04 0.0687331402947889 0.523078432946665 0.0527359938397753 0.655975104811796 0.000402675488239243 0.00346728750010325 0 0.00130770241872575 0.492313890019696
3.05 0.0632301280463081 0.522083201186577 0.0501540594937663 0.600205034923384 0.000288756833593751 0.00435423841586361 0 0.00118956907929148 0.456419155175201
3.06 0.0581583322626239 0.521274179508812 0.0475342464058728 0.550420011966897 0.000211312816735455 0.00531148855169218 0 0.00113923542361642 0.424820024570386
3.07 0.0534129600231505 0.520716343286331 0.0448883707147666 0.506274023857503 0.000166249916067 0.00531279216095267 0 0.00113168688715653 0.397485973683287
3.08 0.0488850045655819 0.520399931400234 0.0422474055580525 0.466446988575575 0.000137848669830965 0.00481322612744511 0 0.00113421860781358 0.374559847871911
3.09 0.0445920996318796 0.520324072914225 0.0396504154027973 0.430085472196337 0.000120321972576865 0.00436837382377943 0 0.00111814101015837 0.354980403053063
3.1 0.0405499332170831 0.520459008025134 0.0371220149955704 0.395934427835685 0.000106022760970632 0.0037262172863622 0 0.00106795326364367 0.337728134717296
3.11 0.0368720184819979 0.520755148019043 0.0347025246499984 0.363466320672746 9.20261582936727e-05 0.00279443921826986 0 0.000971577503337345 0.32136052616685
3.12 0.0335667125142937 0.521177439697568 0.0323847198694005 0.332286105731172 7.71932102725341e-05 0.00209710142304374 0 0.000839387708954648 0.304765917105616
3.13 0.0307065537512306 0.521667065550316 0.0301846231678827 0.302721981932980 6.17754516702942e-05 0.00174433255638623 0 0.000682512622124756 0.287104235190963
3.14 0.0281939594597064 0.522191420051664 0.0280679510440431 0.274902370931845 4.6835852745626e-05 0.00168111063558656 0 0.000521391707235265 0.268056793971885
3.15 0.0259819216336231 0.52271509545467 0.0260286007403584 0.249363991010037 3.37015814711786e-05 0.00211816310154976 0 0.000374381576042875 0.247628683664338
3.16 0.0239144147641654 0.523215352838051 0.0240344149112182 0.225843459723525 2.27034672944116e-05 0.00321444732471472 0 0.000250198213698871 0.226199009361458
3.17 0.021880694885323 0.523686732759117 0.0220808462000639 0.204380962274414 1.46040828411599e-05 0.00394254271330763 0 0.000157986296594420 0.204221618932296
3.18 0.0197908454148827 0.524125811716323 0.0201570335546284 0.184320050986164 8.69023560657047e-06 0.00329588582434993 0 9.17697707354827e-05 0.182217727738829
3.19 0.0175896105992399 0.524542961658266 0.0182763631670730 0.165485064732747 4.99537127865339e-06 0.00200569686651528 0 5.09095371540185e-05 0.160732500637848
3.2 0.0153087484864199 0.524950968273134 0.0164424877856241 0.147493416948209 2.61828720215493e-06 0.00109867139963226 2.78182947899581e-17 2.55724629306460e-05 0.140135076472065
3.21 0.0130028503310678 0.525365823641923 0.0146852084679619 0.130533503601634 1.34641616021331e-06 0.000661742652545674 0 1.24710544787279e-05 0.120995588172914
3.22 0.0107553744093225 0.525803695815995 0.0130064905129698 0.114598710562953 6.20382550531676e-07 0.000358367234874425 0 5.39061822595583e-06 0.103386337717343
3.23 0.00867929993005622 0.526283081376795 0.0114441847463204 0.100169258886594 2.85813013285028e-07 0.000164414822594338 0 2.31474574667318e-06 0.0877307872793476
3.24 0.0068069589664097 0.526811970844487 0.0099886397731561 0.0871164161916362 1.15566514734300e-07 0.000153141076353 5.12671615371281e-17 8.56463497128156e-07 0.0737134002522438
3.25 0.00523244966051215 0.527412334631358 0.0086769334906843 0.0757723486014464 4.77735319688363e-08 0.000339878017660155 0 3.24618658474892e-07 0.0616057862789842
3.26 0.00390916023208536 0.52807979525068 0.00748437762618969 0.065706263208525 1.69316269444030e-08 0.000542186486491426 0 1.02595755389679e-07 0.0510050215749229
3.27 0.00288203274210913 0.528835079505576 0.00643769246435729 0.0570074460322914 6.28697873048872e-09 0.000517908633376834 0 3.43043539109896e-08 0.0422150929121967
3.28 0.00206846995236553 0.529666507032096 0.005501116262979 0.0492451129928792 1.95166063086805e-09 0.000308889886699833 3.63969264329892e-17 9.26629723086412e-09 0.0348786446914243
3.29 0.00147726057964826 0.53058194656067 0.00468818377196878 0.0424762917105732 6.51328267250156e-10 0.000111506967304153 1.63568719098143e-16 2.72444882624158e-09 0.0291510618789617
3.3 0.00103362681219356 0.531566937597246 0.00396379179330877 0.036453531138923 1.76928039767103e-10 2.35927899252278e-05 9.62150265925104e-17 6.27629750258016e-10 0.0245921539567087
3.31 0.000730984271640815 0.532609486422464 0.0033368046390241 0.0312918116526148 5.31147422006928e-11 3.18921032846483e-06 6.23238670460863e-17 1.62189999485195e-10 0.0210967852705115
3.32 0.000516110566488893 0.533688088426907 0.00278226304362783 0.0268315718056209 1.26151396397631e-11 5.98078632430371e-07 6.5263074121561e-17 3.18019500826201e-11 0.0182680216771074
3.33 0.000377723378155918 0.534772981890788 0.00231235153024058 0.0231645365193592 3.40901562597241e-12 4.04932027912776e-06 5.69925558087425e-18 7.21912158407266e-12 0.0159573009162635
3.34 0.00028259972827478 0.535828214122496 0.00190972186939836 0.0201149454463471 7.07401182339698e-13 3.98239519976515e-05 1.48270208956527e-16 1.20259969927253e-12 0.0139636902423048
3.35 0.000220244727437785 0.536820597736085 0.00158624025878337 0.017688889735063 1.72083188027891e-13 0.000182525877538005 3.67971373390407e-17 2.39596643750855e-13 0.0122280083119845
3.36 0.000173739203851738 0.537691452891424 0.00132327538180885 0.0156956804441891 3.11637981402067e-14 0.000575292335995707 0 3.38746248290183e-14 0.0106972052630342
